uuid,vehicle_entrance_uuid,geometry
academy_7597,localroad_3112865087,Point (127.0187886 37.49564)
academy_7621,localroad_3827257106,Point (127.0221613 37.4836263)
academy_7625,localroad_3744265302,Point (127.0245751 37.4640353)
academy_7627,localroad_436876714,Point (127.0229531 37.4627197)
academy_7648,localroad_4185879872,Point (126.9926751 37.4816991)
academy_7666,localroad_1965713702,Point (127.0151649 37.48682)
academy_7667,localroad_4944067989,Point (127.0252056 37.4989723)
academy_7681,localroad_6588041171,Point (127.0055094 37.4794496)
academy_7700,localroad_1132441037,Point (127.0010373 37.5108066)
academy_7722,localroad_4195788589,Point (126.9828701 37.4937761)
academy_7728,localroad_12147442531,Point (126.9864003 37.5021971)
academy_7735,localroad_1962358640,Point (127.0100363 37.5008999)
academy_7739,localroad_4147017218,Point (127.0078686 37.5076354)
academy_7753,localroad_2624211606,Point (126.9883316 37.4933273)
academy_7777,localroad_1694782961,Point (127.0373648 37.4824737)
academy_7780,localroad_2280599507,Point (127.0265779 37.4919997)
academy_7802,localroad_3744265307,Point (127.0259381 37.4646358)
academy_7803,localroad_11641428831,Point (126.995199 37.5031505)
academy_7811,localroad_2244637675,Point (127.0032639 37.5083279)
academy_7845,localroad_3744265307,Point (127.0259381 37.4646358)
academy_7867,localroad_3804191181,Point (126.9831418 37.4874249)
academy_7872,localroad_3827257115,Point (127.0208993 37.4840421)
academy_7887,localroad_4634773820,Point (127.0210159 37.4655086)
academy_7889,localroad_2533109226,Point (126.9876055 37.4972613)
academy_7892,localroad_4107783311,Point (126.9970643 37.4863033)
academy_7894,localroad_436854296,Point (127.0058694 37.479912)
academy_7895,localroad_3744265307,Point (127.0259381 37.4646358)
academy_7896,localroad_2622874553,Point (126.9943247 37.4978534)
academy_7897,localroad_4899542143,Point (127.0150808 37.50435)
academy_7905,localroad_1430655018,Point (127.0247036 37.502368)
academy_7911,localroad_2623456112,Point (126.9922055 37.4913182)
academy_7959,localroad_436844216,Point (126.9980012 37.4808984)
academy_7960,localroad_8486796673,Point (127.0006442 37.5047555)
academy_7964,localroad_3825549669,Point (127.0280194 37.4943002)
academy_7973,localroad_3827548488,Point (127.0147287 37.4956911)
academy_7997,localroad_927737700,Point (127.0460724 37.4685231)
academy_8010,localroad_4309768669,Point (126.9850479 37.4875528)
academy_8029,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8031,localroad_2533109200,Point (126.9889672 37.4935864)
academy_8037,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8067,localroad_4147017218,Point (127.0078686 37.5076354)
academy_8068,localroad_3827548497,Point (127.0141856 37.4968824)
academy_8086,localroad_2863416043,Point (127.0450871 37.4717244)
academy_8088,localroad_2533109227,Point (126.9838173 37.4974141)
academy_8094,localroad_3827169545,Point (127.0315074 37.4857029)
academy_8106,localroad_2295365587,Point (127.0198293 37.4899552)
academy_8107,localroad_1962358629,Point (127.010677 37.5019187)
academy_8124,localroad_1962358583,Point (127.010175 37.5021184)
academy_8127,localroad_4182209835,Point (127.0181745 37.5088528)
academy_8175,localroad_2295372306,Point (127.0208286 37.4947835)
academy_8188,localroad_1445606439,Point (127.0016021 37.5057151)
academy_8190,localroad_1962358621,Point (127.0104414 37.5024929)
academy_8207,localroad_1962358642,Point (127.009962 37.4987208)
academy_8259,localroad_4309614268,Point (127.0000187 37.4959615)
academy_8282,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8285,localroad_571448492,Point (127.027701 37.4961026)
academy_8287,localroad_571448492,Point (127.027701 37.4961026)
academy_8292,localroad_1925407817,Point (127.0042489 37.4819932)
academy_8303,localroad_2477364475,Point (127.0181722 37.5099336)
academy_8316,localroad_4185691251,Point (127.0145879 37.4846772)
academy_8317,localroad_4185691251,Point (127.0145879 37.4846772)
academy_8330,localroad_1694782561,Point (127.0392599 37.4798324)
academy_8336,localroad_6337148391,Point (127.0304632 37.4845759)
academy_8359,localroad_1962358624,Point (127.0111519 37.5026988)
academy_8361,localroad_3827672525,Point (127.0205327 37.5091645)
academy_8368,localroad_1694783066,Point (127.0383718 37.4829058)
academy_8404,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8405,localroad_846808318,Point (127.021152 37.4583474)
academy_8406,localroad_846808318,Point (127.021152 37.4583474)
academy_8413,localroad_3825549664,Point (127.0290187 37.4927368)
academy_8414,localroad_2655442257,Point (127.0167818 37.4842169)
academy_8464,localroad_4185835022,Point (126.9943096 37.4828368)
academy_8465,localroad_1685579603,Point (126.982545 37.4793955)
academy_8468,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8517,localroad_2861410666,Point (127.0095713 37.5162598)
academy_8534,localroad_11641428831,Point (126.995199 37.5031505)
academy_8556,localroad_3112174491,Point (127.014187 37.494527)
academy_8561,localroad_1430679233,Point (127.0130608 37.4819712)
academy_8591,localroad_3827548021,Point (127.0169034 37.4915946)
academy_8595,localroad_4184070814,Point (127.0282642 37.4925089)
academy_8596,localroad_4185835030,Point (126.9973292 37.4819279)
academy_8618,localroad_4309803037,Point (127.0433889 37.4761937)
academy_8627,localroad_1962358595,Point (127.0106018 37.499595)
academy_8646,localroad_1696934741,Point (126.9950303 37.4841061)
academy_8647,localroad_1430655026,Point (127.0217224 37.5021744)
academy_8648,localroad_1925407818,Point (127.0047655 37.4821243)
academy_8649,localroad_4954438710,Point (127.0141025 37.5198655)
academy_8655,localroad_1685716274,Point (126.9840998 37.4826849)
academy_8667,localroad_1962358584,Point (127.0103622 37.5036219)
academy_8698,localroad_11641428831,Point (126.995199 37.5031505)
academy_8714,localroad_4185626654,Point (127.0106412 37.5008873)
academy_8715,localroad_436817738,Point (127.0115903 37.5024989)
academy_8716,localroad_11641428831,Point (126.995199 37.5031505)
academy_8731,localroad_1962358636,Point (127.0099907 37.4995893)
academy_8744,localroad_4738140916,Point (127.0009618 37.5055294)
academy_8766,localroad_1962358596,Point (127.0113085 37.5012701)
academy_8767,localroad_8487538014,Point (127.0076217 37.5075597)
academy_8783,localroad_1132441037,Point (127.0010373 37.5108066)
academy_8784,localroad_2533109226,Point (126.9876055 37.4972613)
academy_8789,localroad_1445606439,Point (127.0016021 37.5057151)
academy_8799,localroad_3212533179,Point (127.0168075 37.4997004)
academy_8800,localroad_3744265307,Point (127.0259381 37.4646358)
academy_8853,localroad_3827338116,Point (127.0101919 37.4888822)
academy_8855,localroad_4184425793,Point (127.0407373 37.4786978)
academy_8876,localroad_436844219,Point (126.9964804 37.4832788)
academy_8887,localroad_4181527978,Point (127.0189489 37.5109787)
academy_8919,localroad_2622713689,Point (127.0000741 37.4992484)
academy_8940,localroad_3634017624,Point (127.0156209 37.4566268)
academy_8941,localroad_436844215,Point (126.998817 37.4796936)
academy_8956,localroad_8486796673,Point (127.0006442 37.5047555)
academy_8960,localroad_2385935469,Point (126.9973641 37.4948516)
academy_9011,localroad_1962358640,Point (127.0100363 37.5008999)
academy_9033,localroad_4184070814,Point (127.0282642 37.4925089)
academy_9034,localroad_4184399715,Point (127.0388474 37.4845859)
academy_9062,localroad_2863416048,Point (127.0461206 37.4720774)
academy_9067,localroad_3030832646,Point (127.0127703 37.4927197)
academy_9077,localroad_436844259,Point (126.98764 37.48949)
academy_9078,localroad_3827257107,Point (127.0225625 37.4836847)
academy_9117,localroad_436844219,Point (126.9964804 37.4832788)
academy_9120,localroad_2533109231,Point (126.9862347 37.497781)
academy_9175,localroad_2511517630,Point (126.988456 37.492008)
academy_9192,localroad_3112862148,Point (127.0142525 37.4956078)
academy_9193,localroad_4186016192,Point (126.9832626 37.4882877)
academy_9218,localroad_8486796673,Point (127.0006442 37.5047555)
academy_9219,localroad_4899542143,Point (127.0150808 37.50435)
academy_9223,localroad_3442448052,Point (127.0649384 37.4544879)
academy_9228,localroad_3442448052,Point (127.0649384 37.4544879)
academy_9283,localroad_3827548494,Point (127.020205 37.4963513)
academy_9284,localroad_600377854,Point (127.018434 37.5168542)
academy_9347,localroad_436844219,Point (126.9964804 37.4832788)
academy_9351,localroad_3112239220,Point (127.0159621 37.494921)
academy_9353,localroad_436844267,Point (126.9854671 37.4965596)
academy_9364,localroad_3112174494,Point (127.0165592 37.4949895)
academy_9365,localroad_436841230,Point (127.0137152 37.5151987)
academy_9375,localroad_11738027546,Point (127.0094829 37.5074792)
academy_9401,localroad_11738027546,Point (127.0094829 37.5074792)
academy_9405,localroad_9657790297,Point (127.028914 37.486291)
academy_9406,localroad_1962358596,Point (127.0113085 37.5012701)
academy_9408,localroad_3088424193,Point (126.9950154 37.50588)
academy_9424,localroad_3112174493,Point (127.0153218 37.4948806)
academy_9425,localroad_8489062937,Point (127.0110025 37.5035118)
academy_9430,localroad_4944067989,Point (127.0252056 37.4989723)
academy_9434,localroad_1962358583,Point (127.010175 37.5021184)
academy_9445,localroad_4184618647,Point (127.0461321 37.475549)
academy_9446,localroad_2861578314,Point (127.0188852 37.5137216)
academy_9451,localroad_1925407821,Point (127.004016 37.4826516)
academy_9459,localroad_600377854,Point (127.018434 37.5168542)
academy_9488,localroad_11641428831,Point (126.995199 37.5031505)
academy_9490,localroad_4185991245,Point (126.9852777 37.4787517)
academy_9492,localroad_3827548055,Point (127.0168302 37.4930373)
academy_9510,localroad_9717256584,Point (127.0152698 37.4927767)
academy_9523,localroad_436817738,Point (127.0115903 37.5024989)
academy_9535,localroad_4147017218,Point (127.0078686 37.5076354)
academy_9539,localroad_4184585520,Point (127.0414303 37.4690592)
academy_9540,localroad_2622810001,Point (126.9976503 37.4978263)
academy_9547,localroad_2624211577,Point (126.983327 37.4909038)
academy_9549,localroad_1925407821,Point (127.004016 37.4826516)
academy_9555,localroad_3634017624,Point (127.0156209 37.4566268)
academy_9574,localroad_5092061478,Point (127.0595492 37.4571518)
academy_9586,localroad_3827548023,Point (127.0132737 37.4916509)
academy_9587,localroad_5092061478,Point (127.0595492 37.4571518)
academy_9591,localroad_4184585519,Point (127.0410683 37.4688229)
academy_9618,localroad_5092061478,Point (127.0595492 37.4571518)
academy_9622,localroad_3804191252,Point (126.985912 37.4910129)
academy_9623,localroad_4147017218,Point (127.0078686 37.5076354)
academy_9641,localroad_3827548039,Point (127.0147246 37.4922607)
academy_9652,localroad_436882882,Point (127.00446 37.48274)
academy_9665,localroad_1962358626,Point (127.0108823 37.5022697)
academy_9670,localroad_3827548023,Point (127.0132737 37.4916509)
academy_9693,localroad_3827337507,Point (127.0089235 37.4835923)
academy_9703,localroad_4310005495,Point (127.0124985 37.4883427)
academy_9705,localroad_3804191165,Point (126.9859898 37.4864885)
academy_9713,localroad_4944067989,Point (127.0252056 37.4989723)
academy_9722,localroad_436854296,Point (127.0058694 37.479912)
academy_9726,localroad_1445606439,Point (127.0016021 37.5057151)
academy_9776,localroad_436841230,Point (127.0137152 37.5151987)
academy_9777,localroad_1925407815,Point (127.0077481 37.4804933)
academy_9778,localroad_12147442531,Point (126.9864003 37.5021971)
academy_9782,localroad_2863416043,Point (127.0450871 37.4717244)
academy_9794,localroad_4185626654,Point (127.0106412 37.5008873)
academy_9809,localroad_4184070814,Point (127.0282642 37.4925089)
academy_9813,localroad_8489062936,Point (127.0105114 37.5033457)
academy_9814,localroad_1925407817,Point (127.0042489 37.4819932)
academy_9815,localroad_436844219,Point (126.9964804 37.4832788)
academy_9850,localroad_8489062937,Point (127.0110025 37.5035118)
academy_9869,localroad_3825549664,Point (127.0290187 37.4927368)
academy_9886,localroad_436864995,Point (127.01186 37.5016)
academy_9887,localroad_3827672469,Point (127.0228433 37.5076202)
academy_9888,localroad_8489896381,Point (127.0269036 37.497806)
academy_9891,localroad_4101372794,Point (126.9844478 37.4787688)
academy_9892,localroad_3212533179,Point (127.0168075 37.4997004)
academy_9898,localroad_1925407815,Point (127.0077481 37.4804933)
academy_9936,localroad_2533109205,Point (126.9837773 37.4939645)
academy_9937,localroad_8486796673,Point (127.0006442 37.5047555)
academy_9940,localroad_9047231556,Point (127.0284079 37.4654486)
academy_9942,localroad_1685716275,Point (126.984052 37.4817943)
academy_9943,localroad_3804191167,Point (126.9871497 37.4866112)
academy_9967,localroad_2624211585,Point (126.9893352 37.4930117)
academy_9969,localroad_1965713688,Point (127.0112826 37.4861305)
academy_9971,localroad_1962358589,Point (127.0116707 37.4997092)
academy_9972,localroad_2861410666,Point (127.0095713 37.5162598)
academy_9974,localroad_3462554894,Point (127.0004955 37.47937)
academy_9976,localroad_3462554894,Point (127.0004955 37.47937)
academy_10003,localroad_3827337506,Point (127.0082766 37.4834687)
academy_10013,localroad_3492881093,Point (127.0253317 37.487607)
academy_10031,localroad_1925498403,Point (127.0454708 37.4718644)
academy_10036,localroad_1925498333,Point (127.0408539 37.4692796)
academy_10042,localroad_3827257115,Point (127.0208993 37.4840421)
academy_10043,localroad_3827258463,Point (127.0161392 37.4860641)
academy_10065,localroad_1962358595,Point (127.0106018 37.499595)
academy_10066,localroad_1962358595,Point (127.0106018 37.499595)
academy_10067,localroad_2429722074,Point (127.0178082 37.5122093)
academy_10097,localroad_3825549669,Point (127.0280194 37.4943002)
academy_10098,localroad_1694782941,Point (127.0399956 37.4824606)
academy_10111,localroad_11738027546,Point (127.0094829 37.5074792)
academy_10119,localroad_8486796673,Point (127.0006442 37.5047555)
academy_10131,localroad_1445606439,Point (127.0016021 37.5057151)
academy_10162,localroad_3827337508,Point (127.0096961 37.4837398)
academy_10164,localroad_1925498403,Point (127.0454708 37.4718644)
academy_10174,localroad_1962358584,Point (127.0103622 37.5036219)
academy_10190,localroad_3547291976,Point (127.0561314 37.4469673)
academy_10191,localroad_4634856265,Point (127.0271695 37.4729482)
academy_10192,localroad_4185626654,Point (127.0106412 37.5008873)
academy_10195,localroad_562451052,Point (127.0252014 37.4701382)
academy_10203,localroad_1962358589,Point (127.0116707 37.4997092)
academy_10248,localroad_3804191165,Point (126.9859898 37.4864885)
academy_10308,localroad_11641428828,Point (127.0035678 37.5056944)
academy_10326,localroad_1962358589,Point (127.0116707 37.4997092)
academy_10327,localroad_2477265745,Point (127.0232241 37.505124)
