uuid,name,slope,parking_area,number_of_households,area,construction_year,green_space_area,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,pop,pop_ratio,pop_increase,taxi,income,income_increase,floating_pop,reconstructiondistrcit,pedestrian_entrance_uuid,vehicle_entrance_uuid,geometry
apartment_1165010844,아남,2.434948603,153,166,1599.53,1988,20.07122308,89,매주,매주,1,44852916.01,830,"[0.253239516, 4.097989649, 11.53603944, 16.98994735, 23.93735117, 22.10849851, 14.80954707, 6.267387295]",10,2.8,5737.5,13.12,461,0,pedestrian_8489546198,localroad_2295365594,"MultiPolygon (((127.02095302 37.49257744, 127.02089748 37.49245257, 127.02025104 37.4926426, 127.0203229 37.49279868, 127.02038498 37.49293656, 127.02041765 37.492999, 127.02042419 37.4930172, 127.02042745 37.49303281, 127.02042745 37.49305103, 127.02042746 37.49306924, 127.02042421 37.49309265, 127.02041767 37.49311347, 127.02041079 37.49313059, 127.02039989 37.49315667, 127.02038898 37.49317407, 127.0207546 37.49345224, 127.02101106 37.4935174, 127.0210656 37.49336835, 127.02123402 37.49332927, 127.02123075 37.49331365, 127.02122748 37.49329805, 127.0212242 37.49328244, 127.02122747 37.49325642, 127.02122419 37.4932252, 127.02121765 37.49318618, 127.02118824 37.49309253, 127.02109349 37.49288181, 127.02099549 37.4926737, 127.02095302 37.49257744)))"
apartment_1165010603,아크로리버뷰신반포,0.236693303,887,595,4708.2,2018,18.70725026,67,매주,매주,1,97233183.19,2380,"[2.733933474, 8.074464363, 14.17042832, 20.8778053, 23.49595051, 17.02607907, 10.25765387, 3.363685093]",-14,2.8,13262.86,9.62,606,0,pedestrian_5744910468,localroad_4185626634,"MultiPolygon (((127.00566201 37.51354719, 127.00579053 37.51370927, 127.00644921 37.51439598, 127.00834495 37.51605513, 127.00875725 37.51577785, 127.00615462 37.51321874, 127.00566201 37.51354719)))"
apartment_1165010711,아크로리버파크,0.546892941,2966,1612,13581,2016,17.87971407,64,매주,매주,1,96632523.42,6448,"[5.541682465, 9.221535398, 12.60480152, 20.74165299, 22.03768774, 15.63596552, 10.27453565, 3.94213871]",15,3.4,10251.01,-1.55,670,0,pedestrian_5596839678,localroad_3088423803,"MultiPolygon (((126.99203215 37.50534439, 126.99187076 37.50527347, 126.99187042 37.5052841, 126.99183659 37.50544826, 126.99185195 37.50560359, 126.99194026 37.50567587, 126.99193472 37.50573912, 126.99200868 37.50578949, 126.99204666 37.50587652, 126.99213736 37.50594519, 126.99217727 37.50609179, 126.99223165 37.5062146, 126.99226149 37.50635704, 126.99226658 37.50643048, 126.99230388 37.50647769, 126.99236428 37.5065541, 126.99387973 37.50717906, 126.99537836 37.50783164, 126.99570921 37.50735403, 126.996269 37.50654587, 126.99625328 37.50650253, 126.99530906 37.50608748, 126.99495146 37.50593033, 126.99498099 37.50588769, 126.99370976 37.50533096, 126.99402261 37.50487041, 126.99289178 37.50438831, 126.99279923 37.50452206, 126.99264599 37.50445781, 126.99242972 37.50477035, 126.99203215 37.50534439)))"
apartment_1165010852,아크로비스타,2.379813194,2044,757,1094.86,2004,18.15269252,86,매주,매주,1,34950278.17,3028,"[0.992439493, 9.536686959, 9.267090427, 15.12350266, 25.1097147, 19.52970172, 12.44820625, 7.992657797]",19,2.6,13011.74,5.62,887,0,pedestrian_3112159939,localroad_3112159939,"MultiPolygon (((127.01350452 37.499444, 127.01405896 37.49698927, 127.0131132 37.49685334, 127.01298731 37.4974107, 127.01336895 37.49746598, 127.01329289 37.49780089, 127.01291117 37.49774569, 127.01280595 37.49824779, 127.01273225 37.49853273, 127.01255333 37.49931977, 127.01266575 37.49933532, 127.01350452 37.499444)))"
apartment_1165010201,양재우성,2.829365492,746,794,1501.77,1991,18.18263245,17,매주,매주,1,17196440.08,3970,"[0.284936012, 3.469166112, 11.4971726, 18.18895866, 23.66064456, 21.64676174, 15.32791861, 5.924441706]",5,4.8,5388.38,9.95,526,0,pedestrian_3727773472,localroad_3727772781,"MultiPolygon (((127.03176167 37.47454073, 127.03154091 37.47443473, 127.03147128 37.47438725, 127.03132994 37.47431204, 127.0311734 37.47447077, 127.03102904 37.47438745, 127.03069272 37.47411015, 127.03062 37.47414059, 127.03059816 37.47415796, 127.03055157 37.47419725, 127.03030512 37.47453448, 127.03025827 37.47460545, 127.03006748 37.47487618, 127.03004363 37.47491734, 127.02994631 37.475089, 127.0298549 37.47525049, 127.02984297 37.47527582, 127.02979711 37.47536368, 127.02971961 37.47551883, 127.02965995 37.47565752, 127.02960034 37.47578575, 127.02950671 37.47600844, 127.02943519 37.47618416, 127.0293814 37.47632746, 127.02931583 37.47648893, 127.0292382 37.4766828, 127.02911552 37.47698081, 127.02908771 37.47705364, 127.02847391 37.4785678, 127.0290697 37.47874749, 127.03210994 37.47526552, 127.03217062 37.47515791, 127.03201547 37.47505506, 127.03210491 37.47496005, 127.03204317 37.47492449, 127.03190863 37.4748468, 127.03189618 37.47484568, 127.03206494 37.47466805, 127.03188299 37.47460085, 127.03176167 37.47454073)))"
apartment_1165010202,양재우성KBS(113동),8.235103607,96,150,13240.75,1996,16.49725865,38,매주,매주,1,17196440.08,750,"[0.329912508, 3.355080573, 11.63966781, 16.99737287, 23.14969879, 22.90510848, 15.85379082, 5.769368139]",-4,3.6,6645.39,18.84,429,0,pedestrian_3727773472,localroad_3727772781,"MultiPolygon (((127.03176167 37.47454073, 127.03154091 37.47443473, 127.03147128 37.47438725, 127.03132994 37.47431204, 127.0311734 37.47447077, 127.03102904 37.47438745, 127.03069272 37.47411015, 127.03062 37.47414059, 127.03059816 37.47415796, 127.03055157 37.47419725, 127.03030512 37.47453448, 127.03025827 37.47460545, 127.03006748 37.47487618, 127.03004363 37.47491734, 127.02994631 37.475089, 127.0298549 37.47525049, 127.02984297 37.47527582, 127.02979711 37.47536368, 127.02971961 37.47551883, 127.02965995 37.47565752, 127.02960034 37.47578575, 127.02950671 37.47600844, 127.02943519 37.47618416, 127.0293814 37.47632746, 127.02931583 37.47648893, 127.0292382 37.4766828, 127.02911552 37.47698081, 127.02908771 37.47705364, 127.02847391 37.4785678, 127.0290697 37.47874749, 127.03210994 37.47526552, 127.03217062 37.47515791, 127.03201547 37.47505506, 127.03210491 37.47496005, 127.03204317 37.47492449, 127.03190863 37.4748468, 127.03189618 37.47484568, 127.03206494 37.47466805, 127.03188299 37.47460085, 127.03176167 37.47454073)))"
apartment_1165010716,엠브이,3.756090879,145,154,1094.86,1994,19.59728655,90,매주,매주,1,37598746.83,770,"[6.1190043, 9.667324811, 10.82825209, 22.1877376, 23.84514757, 13.65704068, 10.12552943, 3.569963516]",5,2.8,6196.29,11.29,410,0,pedestrian_1962358636,localroad_1962358636,"MultiPolygon (((127.01050526 37.49886739, 127.00998023 37.49879329, 127.00999725 37.49923281, 127.01000326 37.49937646, 127.0100067 37.49953915, 127.0100567 37.49957457, 127.01048173 37.49956346, 127.01054979 37.49953137, 127.0105537 37.49952827, 127.01050526 37.49886739)))"
apartment_1165010303,우면한라,1.793233514,219,252,3058.12,1994,20.0941633,90,매주,매주,1,15157289.82,504,"[0.183311381, 3.316735806, 8.697699324, 16.24362462, 22.80169955, 21.302075, 19.00529726, 8.449557057]",3,3.6,5129.56,10.37,643,0,pedestrian_4634856424,localroad_4634856424,"MultiPolygon (((127.02674087 37.47146875, 127.02622904 37.47113408, 127.02613747 37.47108152, 127.02607736 37.47114112, 127.02605949 37.47115925, 127.02578981 37.47097578, 127.02587064 37.47089685, 127.02575951 37.47082052, 127.02564524 37.47075614, 127.02490849 37.47137954, 127.02552301 37.4717885, 127.02563768 37.47187197, 127.02572286 37.47199181, 127.02585388 37.47223713, 127.02591343 37.47225909, 127.02605425 37.47225069, 127.02613533 37.47224221, 127.02646114 37.47219516, 127.02658134 37.4721697, 127.02665171 37.47212688, 127.02671094 37.47207472, 127.02635842 37.47183699, 127.02674087 37.47146875)))"
apartment_1165010808,우성5차,0.42359516,408,408,2376.44,1998,17.98301888,56,매주,매주,1,36168003.47,1224,"[1.66486485, 9.286214759, 20.02415243, 21.76999093, 21.66883206, 14.76026644, 8.380506998, 2.445171526]",28,4.7,7694.36,20.17,167,0,pedestrian_9711448917,localroad_3800522736,"MultiPolygon (((127.02734524 37.49418723, 127.02671056 37.49399473, 127.02638891 37.49466904, 127.02628147 37.49488092, 127.02610738 37.49524597, 127.02598782 37.49548408, 127.02663206 37.49567902, 127.02668934 37.49555736, 127.02701992 37.49484185, 127.02734524 37.49418723)))"
apartment_1165010854,유원서초,2.269715945,413,590,2214.44,1993,18.65161324,57,매주,매주,1,50249061.96,1770,"[0.425309183, 4.071359453, 12.04279857, 18.20905584, 23.51532438, 21.04252353, 14.396213, 6.297416048]",12,4.1,6855.38,19.84,613,0,pedestrian_8489528504,localroad_3112865087,"MultiPolygon (((127.01915553 37.49611765, 127.01927108 37.4958751, 127.01820776 37.49557743, 127.01804585 37.49591362, 127.01789516 37.49588963, 127.01770304 37.49584763, 127.0175448 37.49577863, 127.01744686 37.49577263, 127.01736624 37.4958469, 127.01694631 37.49629556, 127.01745076 37.49655493, 127.01784571 37.49676906, 127.01864347 37.49714152, 127.01867147 37.49714112, 127.01907704 37.49672474, 127.01908254 37.49671857, 127.01929432 37.49648141, 127.01914145 37.49639343, 127.01925448 37.49615969, 127.01915553 37.49611765)))"
apartment_1165010104,"임광1,2차",5.267119884,460,418,2817.99,1985,17.46106466,38,매주,매주,1,40121624.11,1672,"[29.73706609, 30.87808194, 25.63749549, 13.74735648, 0, 0, 0, 0]",9,3.4,6519.67,23.69,413,0,pedestrian_8487855718,localroad_1696934670,"MultiPolygon (((127.00302083 37.47780691, 127.00315547 37.47760877, 127.00324977 37.47765031, 127.00349609 37.47775357, 127.00355514 37.47774381, 127.00391723 37.47724945, 127.00409325 37.4770095, 127.0040928 37.47699923, 127.00408375 37.47697283, 127.00407041 37.47696121, 127.00400665 37.47693562, 127.00309508 37.47656992, 127.00307971 37.47657326, 127.00298429 37.47653614, 127.00289837 37.47650262, 127.00246138 37.47633932, 127.0020057 37.47615457, 127.0019442 37.47616863, 127.00178532 37.47640905, 127.00177602 37.47642384, 127.00176815 37.47641978, 127.00129633 37.4762216, 127.00123753 37.47631286, 127.0016414 37.47648182, 127.00144488 37.47678519, 127.00103636 37.47661747, 127.00090173 37.47682342, 127.00123678 37.47696201, 127.00138313 37.47702284, 127.00119377 37.47731091, 127.00141635 37.47740273, 127.00153142 37.47744991, 127.00168346 37.47751225, 127.00239779 37.47780692, 127.0028508 37.47799387, 127.00289828 37.4779836, 127.00290486 37.47798171, 127.00302083 37.47780691)))"
apartment_1165010606,잠원대우아이빌,3.204153299,168,168,1399.68,2001,21.12929041,45,매주,매주,1,15023897.06,672,"[0.112643173, 2.436657564, 13.15628316, 20.45714354, 23.67788447, 20.52959267, 14.10074324, 5.529052177]",22,4.8,4370.99,12.16,414,0,pedestrian_4181527979,localroad_4181527979,"MultiPolygon (((127.01800775 37.51142026, 127.01832472 37.5116199, 127.01832189 37.51162687, 127.01836352 37.5116504, 127.01836281 37.51165285, 127.01840185 37.51167544, 127.01840626 37.51167493, 127.01845482 37.51170325, 127.0184654 37.51170095, 127.01849279 37.51162669, 127.01837525 37.51155941, 127.0183023 37.51153488, 127.01833341 37.51146327, 127.01834379 37.51146603, 127.0183559 37.51147807, 127.01837427 37.51148387, 127.01837065 37.51148849, 127.0184817 37.51151976, 127.01860208 37.5112579, 127.01849265 37.51122589, 127.01849018 37.51123094, 127.01847536 37.51122561, 127.01843127 37.51133099, 127.01837211 37.51131445, 127.0183853 37.51128709, 127.01820515 37.51123593, 127.01820071 37.51124749, 127.01813617 37.51122856, 127.01812649 37.51123305, 127.01810997 37.51127612, 127.01808052 37.51126649, 127.01805903 37.51131301, 127.01806485 37.51131404, 127.01800775 37.51142026)))"
apartment_1165010605,잠원월드메르디앙,1.095437288,132,107,1399.68,2002,20.03146023,11,매주,매주,1,17463828.53,321,"[0.09142117, 2.677179715, 11.84278959, 18.95571212, 24.69484417, 22.07307357, 14.70026144, 4.964718229]",10,3.4,6189,22.73,317,0,pedestrian_2429724564,localroad_2429724564,"MultiPolygon (((127.01702841 37.512618, 127.01677674 37.51232974, 127.01671816 37.51235995, 127.01649412 37.51234351, 127.01650099 37.51226663, 127.01625455 37.51225019, 127.01617372 37.5130725, 127.01623059 37.51307661, 127.01633226 37.51302032, 127.01664499 37.51284423, 127.01702841 37.512618)))"
apartment_1165010642,잠원중앙하이츠(B동),0.267797798,126,126,599.03,1998,20.20429786,75,매주,매주,1,26780951.97,504,"[0.300802094, 6.447799505, 11.75126362, 16.33122025, 24.71492196, 19.98389374, 14.12220906, 6.347889759]",3,4.5,7087.47,14.14,517,0,pedestrian_5758615999,localroad_4147017219,"MultiPolygon (((127.00497103 37.51008378, 127.00470794 37.51000281, 127.00457115 37.51026808, 127.00484124 37.51034904, 127.00497103 37.51008378)))"
apartment_1165010619,잠원한신,0.156846806,540,540,4708.2,1992,19.6862357,100,매주,매주,1,15294337.51,1080,"[0.376384469, 5.740714917, 10.30655882, 15.85529152, 23.28660683, 21.11331732, 15.65010374, 7.671022384]",14,4,7364.61,11.79,648,0,pedestrian_8488872919,localroad_4185626615,"MultiPolygon (((127.01190505 37.51613065, 127.01179758 37.51601992, 127.01140841 37.51562451, 127.01065058 37.5148571, 127.01042901 37.51500164, 127.01042936 37.5150111, 127.01038332 37.51503804, 127.01031915 37.51508237, 127.01043242 37.5152028, 127.01023122 37.51531916, 127.01021827 37.51532631, 127.01011097 37.51521628, 127.01005044 37.51524537, 127.01012734 37.51537761, 127.0102349 37.51557442, 127.01036151 37.51580401, 127.01035763 37.51582204, 127.01033048 37.51583777, 127.01033693 37.51585957, 127.01023775 37.51599743, 127.01024917 37.51600239, 127.01022203 37.51604501, 127.01022746 37.51608726, 127.01022068 37.51608961, 127.01022153 37.51610434, 127.01023527 37.51611492, 127.01024048 37.51612826, 127.01029115 37.51612672, 127.01030655 37.51624277, 127.00996905 37.51645015, 127.01045594 37.51692344, 127.01057936 37.5169309, 127.01183046 37.51620908, 127.01192994 37.51615443, 127.01190505 37.51613065)))"
apartment_1165010637,잠원한신그린,0.302976757,135,150,1115.61,1993,20.08507538,38,매주,매주,1,15294337.51,600,"[0.397365918, 6.381445608, 10.99188866, 15.68731039, 23.24399494, 20.70036813, 15.05106851, 7.54655785]",4,3.9,6871.38,18.65,453,0,pedestrian_8487511331,localroad_4185626634,"MultiPolygon (((127.00789636 37.51394223, 127.0084213 37.51336972, 127.00800467 37.51297955, 127.00777394 37.5128663, 127.00730504 37.51317084, 127.00766696 37.51349563, 127.00749877 37.51361338, 127.00760581 37.51370676, 127.00763129 37.51369458, 127.00789636 37.51394223)))"
apartment_1165010625,잠원현대훼밀리,2.278662682,113,113,25737,1997,19.16638009,76,매주,매주,1,50914795.74,565,"[1.634190638, 9.289834892, 17.29363726, 20.14488176, 22.75297364, 16.65734044, 9.698012412, 2.529128963]",11,5,6027.32,11.53,634,1,pedestrian_8489060247,localroad_4185626653,"MultiPolygon (((127.01291017 37.50870346, 127.01238151 37.50854781, 127.0122923 37.50873361, 127.012198 37.50892318, 127.01247138 37.50900245, 127.01283706 37.50911161, 127.01301627 37.50873462, 127.01291017 37.50870346)))"
apartment_1165010612,잠원훼미리,0.262171358,576,288,4184.41,1992,19.10647403,67,매주,매주,1,50914795.74,864,"[2.244559572, 6.782772415, 13.81568197, 20.27905355, 25.65069213, 18.71622529, 9.970908518, 2.540106562]",8,4.6,8009.85,16.45,550,0,pedestrian_8488927529,localroad_4954438710,"MultiPolygon (((127.01485659 37.51849478, 127.01481186 37.51847246, 127.01424056 37.51860814, 127.01420845 37.51861689, 127.01435364 37.51926286, 127.0143086 37.51939524, 127.01420441 37.51959944, 127.01458472 37.51978562, 127.01526357 37.51962624, 127.01485659 37.51849478)))"
apartment_1165010856,지웰홈스서초,0.476802786,80,154,1599.53,2019,20.15755964,56,매주,매주,1,35883895.96,616,"[0.683763471, 10.63229731, 23.13187895, 19.32993159, 19.7198835, 13.82563601, 9.487300946, 3.189308221]",51,3.9,4500.39,11.42,363,0,pedestrian_3827548035,localroad_3827548035,"MultiPolygon (((127.01347431 37.49205097, 127.01346873 37.49205037, 127.01347636 37.49200768, 127.01343323 37.492003, 127.01343725 37.49198051, 127.01344283 37.491981, 127.01345099 37.49193548, 127.01342207 37.49193218, 127.01342621 37.49190768, 127.0134864 37.49191446, 127.01349981 37.49183518, 127.01337607 37.49182156, 127.01337252 37.49184039, 127.01327367 37.49182952, 127.01318908 37.49200724, 127.01320612 37.49203106, 127.01347263 37.49206021, 127.01347431 37.49205097)))"
apartment_1165010804,진흥,0.597328424,744,615,6175.7,1979,19.2050851,7,매주,매주,1,17153300.99,2460,"[0.171303738, 3.750191995, 12.49421569, 17.81686055, 23.5994134, 21.20350904, 15.01940497, 5.945100625]",14,2.6,7365.64,23.87,608,1,pedestrian_9625998617,localroad_3112248630,"MultiPolygon (((127.022896 37.49665718, 127.02169209 37.49628483, 127.02155987 37.49656935, 127.02133706 37.4970905, 127.02105832 37.49780499, 127.0212998 37.49786361, 127.02144929 37.49789222, 127.02158946 37.49794156, 127.0218951 37.49794074, 127.02219605 37.49802364, 127.02234928 37.49806935, 127.02256012 37.49813448, 127.02289554 37.49823368, 127.02338925 37.49838354, 127.02366175 37.49780731, 127.02367977 37.49776832, 127.02388401 37.49732835, 127.02377379 37.49729032, 127.02378527 37.49724638, 127.02332204 37.4971091, 127.02342362 37.49687686, 127.02344915 37.49682868, 127.02326433 37.49677401, 127.022896 37.49665718)))"
apartment_1165010304,코오롱,2.968481382,306,300,4184.7,1994,19.69187884,63,매주,매주,1,44004192.87,1500,"[1.198184656, 4.928058334, 13.20713129, 20.92378736, 24.81048014, 20.32180436, 12.25266665, 2.357887206]",2,4.7,4828.1,2.29,584,0,pedestrian_4634856254,localroad_4634856254,"MultiPolygon (((127.02788315 37.47222192, 127.02728834 37.47183599, 127.0271805 37.47192325, 127.02707092 37.47186929, 127.02674135 37.47219155, 127.02670485 37.47222686, 127.02667094 37.47224971, 127.02663442 37.47226217, 127.02659269 37.47227672, 127.02654313 37.47228711, 127.02651706 37.47229127, 127.02647532 37.47229958, 127.02649099 37.47235773, 127.02662723 37.47284207, 127.02680001 37.47284839, 127.02687178 37.47285503, 127.02707894 37.47286993, 127.0272095 37.47294458, 127.02728617 37.47298586, 127.02732932 37.47301327, 127.02743279 37.473031, 127.02782235 37.47325078, 127.02789609 37.47324764, 127.02840118 37.47319957, 127.02877623 37.47284181, 127.02877991 37.47280747, 127.02878404 37.47276052, 127.02872935 37.47272778, 127.02818997 37.47240137, 127.02815749 37.47238046, 127.02801066 37.47228668, 127.02790631 37.47223317, 127.02790344 37.47223594, 127.02788315 37.47222192)))"
apartment_1165010641,킴스빌리지,0.227246225,138,160,599.03,1996,19.60828509,72,매주,매주,1,56028750.55,800,"[0.329054587, 6.277143115, 10.4933178, 15.46361208, 24.64382265, 21.38945253, 14.79182848, 6.611768766]",10,4.9,6520.3,15.34,404,0,pedestrian_4147017219,localroad_4147017219,"MultiPolygon (((127.00644947 37.51068204, 127.00632132 37.51063628, 127.00625709 37.51075359, 127.00649031 37.51082665, 127.00648285 37.51083881, 127.0067085 37.51092395, 127.00675566 37.51083862, 127.00672738 37.51082997, 127.00673473 37.51081727, 127.00648397 37.51073304, 127.00648658 37.51072799, 127.00643274 37.51070691, 127.00644947 37.51068204)))"
apartment_1165010818,풍림아이원플러스,0.569390178,100,200,1735,2004,18.14013163,70,매주,매주,1,20473573.3,1000,"[0.197727546, 3.434983918, 14.07495696, 21.85228135, 23.83340492, 18.777792, 12.66192141, 5.16693189]",-28,2.9,7476.47,14.25,302,0,pedestrian_9607825935,localroad_3826341158,"MultiPolygon (((127.02993446 37.4905586, 127.03005161 37.49030735, 127.02999878 37.49028984, 127.03003651 37.49021541, 127.02990277 37.4901665, 127.02989397 37.49018682, 127.02981473 37.49016021, 127.02982247 37.49014202, 127.02967931 37.49009938, 127.0296419 37.4901801, 127.0295647 37.49015642, 127.0294705 37.4903489, 127.02954907 37.49037197, 127.02950334 37.49046641, 127.02964824 37.49051036, 127.0296632 37.49047925, 127.02974166 37.49050243, 127.0297265 37.49053354, 127.02986062 37.49057857, 127.02987954 37.49053898, 127.02993446 37.4905586)))"
apartment_1165010608,한강,0.539930165,450,450,3851,1989,19.09867292,79,매주,매주,1,58310562.65,1800,"[0.254975371, 3.46117919, 9.998734401, 18.18743999, 23.75411147, 21.89703116, 15.96181268, 6.48471574]",-40,3.2,6135.2,16.33,407,0,pedestrian_5412623483,localroad_4185626611,"MultiPolygon (((127.0160521 37.52142723, 127.01593361 37.5211178, 127.01583455 37.52106313, 127.01582626 37.52106328, 127.01553752 37.52112746, 127.01540914 37.5210586, 127.01526981 37.52097973, 127.01497883 37.52081536, 127.01486332 37.52075011, 127.01484409 37.52077365, 127.01473939 37.52090784, 127.01464468 37.52085483, 127.01412745 37.52057261, 127.01402376 37.52069274, 127.01406913 37.52074237, 127.0139361 37.52089627, 127.01402006 37.52097009, 127.01465762 37.52150557, 127.01514299 37.52191228, 127.01532791 37.522069, 127.01548233 37.52204553, 127.01621656 37.52187622, 127.0160521 37.52142723)))"
apartment_1165010823,한라비발디스튜디오193오피스텔,1.59186395,66,149,1735,2013,19.40008875,68,매주,매주,1,25746308.08,298,"[0.218967343, 3.918385466, 12.18548477, 19.09798982, 22.78082178, 19.8952798, 14.72362919, 7.179441839]",21,4.2,6296.02,11.88,576,0,pedestrian_3827169542,localroad_3827169857,"MultiPolygon (((127.03217036 37.48594506, 127.0322778 37.48584525, 127.03224701 37.48582363, 127.03226526 37.48580991, 127.0321495 37.48573511, 127.03231908 37.48556608, 127.03234542 37.48550305, 127.03227662 37.48544096, 127.03210586 37.48552504, 127.03186409 37.48575163, 127.03187441 37.48577994, 127.03211863 37.48593516, 127.03213926 37.48592511, 127.03217036 37.48594506)))"
apartment_1165010634,한신로얄,0.267327845,239,208,1805.09,1992,20.11038644,100,매주,매주,1,49925324.04,416,"[0.318453459, 5.823162447, 14.2558459, 16.55660787, 21.38782588, 18.59481851, 14.87216102, 8.191124911]",2,4.7,6617.15,11.7,609,0,pedestrian_8488771709,localroad_4185626640,"MultiPolygon (((127.00980584 37.51358478, 127.00908606 37.51287295, 127.00905013 37.51287993, 127.00885798 37.51307647, 127.00887796 37.51309271, 127.00898327 37.51319614, 127.00883975 37.5132867, 127.00874767 37.51320841, 127.00874518 37.51320453, 127.00874439 37.5131994, 127.008697 37.51324058, 127.00869012 37.51324768, 127.00851556 37.51343069, 127.00904856 37.51383392, 127.00908138 37.5138574, 127.0091425 37.51390269, 127.00929322 37.51400677, 127.00943014 37.51391056, 127.00946971 37.51388249, 127.0098089 37.51362298, 127.00981127 37.51359928, 127.00980584 37.51358478)))"
apartment_1165010721,한신서래,3.323441029,534,414,1629.25,1987,20.1788561,80,매주,매주,1,41676377.32,1242,"[0.106882933, 4.360870533, 8.996448955, 17.20170638, 24.86680652, 21.95975483, 16.17225497, 6.335274884]",8,2.6,6365.86,17.56,453,0,pedestrian_2623317184,localroad_2622767643,"MultiPolygon (((126.99995781 37.50010243, 126.99997384 37.50001447, 127.00005122 37.50002875, 127.00012764 37.50006634, 127.00016917 37.50006634, 127.00031825 37.50002876, 127.00079853 37.49975813, 127.00078721 37.49967919, 127.00084289 37.49962506, 127.00091837 37.49959124, 127.0014213 37.4997679, 127.00149018 37.49968746, 127.00162228 37.49956718, 127.00166852 37.49928376, 127.00165416 37.49915844, 127.00162113 37.49915775, 127.00155736 37.4991485, 127.00162592 37.49877828, 127.00166474 37.49827789, 127.00132318 37.49826361, 127.00126939 37.4982824, 127.00114578 37.49837487, 127.00107313 37.49822827, 127.00097217 37.49814708, 127.00091745 37.49812077, 127.00084668 37.49819971, 127.00077402 37.49840419, 127.00078062 37.49845531, 127.00063909 37.49840043, 127.00053342 37.49837487, 127.00048151 37.4983726, 127.00014086 37.49923715, 127.00016068 37.49956567, 127.00007104 37.49972955, 127.0000116 37.4997724, 126.99997196 37.49983029, 126.99992666 37.50011746, 126.99995781 37.50010243)))"
apartment_1165010627,한신타운,1.297524691,0,110,25737,1989,19.79478166,27,매주,매주,1,54705659.96,550,"[1.745391579, 9.628167888, 17.2561201, 19.67153787, 22.26095753, 16.65636241, 10.02771212, 2.7537505]",9,2.6,8466.46,25.13,258,0,pedestrian_4656441532,localroad_4185626653,"MultiPolygon (((127.01186546 37.50948569, 127.01143276 37.50905732, 127.0113504 37.50906853, 127.01101891 37.50967734, 127.01125496 37.5099077, 127.01157841 37.5096983, 127.01186512 37.50951507, 127.01186916 37.50948931, 127.01186546 37.50948569)))"
apartment_1165010817,현대ESA,0.422049284,215,122,1735,2002,18.14811663,97,매주,매주,1,20216975.11,610,"[0.228603654, 3.631808011, 14.50203589, 22.15751125, 23.81725832, 18.32019779, 12.24565104, 5.096934036]",-29,3.9,7058.55,18.52,384,0,pedestrian_3825549661,localroad_3825549661,"MultiPolygon (((127.02964323 37.49114318, 127.0296443 37.49114106, 127.02964829 37.49114152, 127.02964585 37.49113386, 127.029654 37.49113635, 127.02965673 37.49113165, 127.02969754 37.49104422, 127.02969588 37.49104265, 127.02970977 37.49101356, 127.02971235 37.4910138, 127.02976984 37.49089372, 127.02976847 37.49089174, 127.02978085 37.49086187, 127.02978486 37.4908615, 127.02982916 37.49076901, 127.02980934 37.49076295, 127.02981061 37.49075695, 127.02977575 37.49074641, 127.02977452 37.49074981, 127.02973042 37.49073604, 127.02972899 37.49073381, 127.0294247 37.49063991, 127.02942323 37.49064111, 127.0293779 37.49062717, 127.02937884 37.49062537, 127.02934171 37.4906143, 127.02934017 37.49061822, 127.02931845 37.49061231, 127.02926313 37.49073733, 127.02925958 37.49073852, 127.02920429 37.49085551, 127.02920383 37.49085682, 127.02920563 37.49086009, 127.02919264 37.49088944, 127.02918914 37.49089005, 127.0291463 37.49098225, 127.02916514 37.49098901, 127.02916313 37.4909934, 127.02920045 37.49100577, 127.02920275 37.49100263, 127.02924644 37.49101589, 127.02924641 37.49101766, 127.02955168 37.49111107, 127.02955362 37.4911094, 127.02959608 37.4911225, 127.02959598 37.49112566, 127.02962484 37.49113535, 127.02962375 37.4911384, 127.02962462 37.49114133, 127.02962726 37.49114431, 127.02962905 37.49114591, 127.02963239 37.49114775, 127.02963426 37.49114795, 127.0296367 37.49114734, 127.02963989 37.49114548, 127.02964323 37.49114318)))"
apartment_1165010838,현대ESA2,1.682403755,350,174,45810,2003,20.17280797,36,매주,매주,1,29190888.96,522,"[0.150851743, 3.316414482, 16.16682616, 19.50264857, 21.62642834, 19.46181748, 13.6861238, 6.088889421]",63,4.7,9448.74,50.21,629,0,pedestrian_3030832643,localroad_3030832643,"MultiPolygon (((127.00884602 37.49089666, 127.00851379 37.49079356, 127.00847131 37.49085177, 127.0084546 37.49088595, 127.00845744 37.49088684, 127.00842774 37.49094762, 127.00842247 37.49094599, 127.00839969 37.49099259, 127.0084143 37.49099712, 127.00837308 37.49108144, 127.00835848 37.49107691, 127.0083357 37.49112351, 127.00834096 37.49112515, 127.00831126 37.49118593, 127.00830841 37.49118504, 127.0082917 37.49121923, 127.00827359 37.491285, 127.00827359 37.491285, 127.00860581 37.4913881, 127.0086483 37.4913299, 127.00866501 37.49129571, 127.00866216 37.49129482, 127.00869187 37.49123404, 127.00869713 37.49123568, 127.00871991 37.49118907, 127.00870531 37.49118454, 127.00874652 37.49110022, 127.00876113 37.49110475, 127.0087839 37.49105815, 127.00877864 37.49105652, 127.00880835 37.49099573, 127.00881119 37.49099662, 127.0088279 37.49096243, 127.00884602 37.49089666)))"
